0,0
1,1
2,1
3,1
4,1
5,1
6,1
7,0
8,0
9,1
10,1
11,0
12,1
13,0
14,1
15,1
16,0
17,0
18,0
19,0
20,1
21,0
22,0
23,0
24,0
25,1
26,1
27,1
28,0
29,0
30,0
31,0
32,0
33,1
34,1
35,1
36,0
37,0
38,1
39,1
40,1
41,0
42,0
43,1
44,1
45,1
46,0
47,1
48,0
49,0
50,0
51,0
52,0
53,1
54,1
55,1
56,0
57,0
58,1
59,0
60,0
61,0
62,1
63,0
64,1
65,1
66,1
67,0
68,0
69,1
70,1
71,1
72,0
73,1
74,0
75,0
76,1
77,0
78,0
79,1
80,0
81,1
82,1
83,1
84,0
85,0
86,0
87,1
88,1
89,1
90,1
91,0
92,1
93,0
94,0
95,1
96,0
97,1
98,1
99,1
100,1
101,1
102,0
103,0
104,1
105,0
106,0
107,1
108,0
109,0
110,1
111,0
112,1
113,1
114,0
115,1
116,0
117,1
118,1
119,0
120,0
121,0
122,1
123,0
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,0
132,0
133,1
134,1
135,0
136,1
137,0
138,1
139,1
140,0
141,1
142,1
143,1
144,0
145,1
146,0
147,0
148,0
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,0
162,1
163,1
164,0
165,1
166,1
167,1
168,1
169,0
170,0
171,0
172,0
173,1
174,1
175,0
176,1
177,1
178,1
179,1
180,1
181,0
182,1
183,1
184,0
185,1
186,1
187,1
188,1
189,1
190,1
191,0
192,1
193,0
194,0
195,1
196,1
197,0
198,0
199,0
200,1
201,0
202,1
203,0
204,1
205,0
206,1
207,0
208,0
209,1
210,1
211,0
212,0
213,0
214,1
215,0
216,1
217,1
218,0
219,0
220,1
221,0
222,1
223,1
224,0
225,1
226,0
227,1
228,0
229,1
230,1
231,1
232,0
233,0
234,0
235,0
236,1
237,0
238,1
239,1
240,1
241,0
242,0
243,1
244,1
245,1
246,1
247,0
248,0
249,1
250,0
251,1
252,1
253,0
254,1
255,1
256,1
257,0
258,1
259,1
260,1
261,1
262,0
263,0
264,0
265,0
266,0
267,1
268,0
269,0
270,1
271,1
272,1
273,0
274,0
275,1
276,0
277,1
278,1
279,0
280,0
281,0
282,1
283,1
284,0
285,1
286,1
287,0
288,0
289,0
290,0
291,1
292,0
293,0
294,1
295,0
296,1
297,0
298,1
299,0
300,0
301,0
302,1
303,1
304,1
305,0
306,1
307,1
308,0
309,0
310,1
311,0
312,1
313,1
314,1
315,1
316,0
317,1
318,0
319,0
320,0
321,0
322,1
323,0
324,0
325,1
326,1
327,0
328,0
329,1
330,1
331,1
332,0
333,1
334,0
335,0
336,1
337,0
338,0
339,1
340,1
341,0
342,1
343,1
344,0
345,0
346,0
347,1
348,1
349,1
350,0
351,0
352,1
353,0
354,0
355,1
356,1
357,1
358,0
359,0
360,1
361,0
362,1
363,0
364,1
365,0
366,1
367,0
368,1
369,1
370,1
371,0
372,1
373,0
374,1
375,1
376,0
377,1
378,1
379,1
380,0
381,0
382,0
383,0
384,0
385,0
386,1
387,1
388,1
389,1
390,1
391,0
392,1
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,1
409,1
410,0
411,1
412,1
413,1
414,0
415,0
416,1
417,1
418,0
419,1
420,0
421,0
422,1
423,1
424,0
425,1
426,0
427,0
428,1
429,1
430,0
431,1
432,0
433,0
434,1
435,1
436,1
437,0
438,1
439,1
440,1
441,0
442,1
443,0
444,0
445,1
446,0
447,1
448,0
449,0
450,0
451,1
452,0
453,1
454,0
455,1
456,0
457,1
458,1
459,0
460,0
461,1
462,0
463,0
464,0
465,0
466,0
467,1
468,0
469,0
470,0
471,0
472,1
473,0
474,1
475,1
476,0
477,0
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,0
487,1
488,1
489,1
490,0
491,1
492,0
493,1
494,0
495,1
496,0
497,1
498,1
499,1
500,1
501,1
502,0
503,0
504,1
505,1
506,1
507,1
508,0
509,1
510,1
511,0
512,1
513,1
514,0
515,1
516,0
517,0
518,0
519,0
520,1
521,0
522,0
523,1
524,1
525,1
526,1
527,0
528,1
529,1
530,1
531,1
532,0
533,1
534,1
535,0
536,0
537,1
538,0
539,0
540,0
541,0
542,1
543,1
544,0
545,1
546,1
547,1
548,1
549,0
550,1
551,0
552,0
553,1
554,1
555,0
556,1
557,0
558,1
559,0
560,0
561,0
562,0
563,1
564,1
565,1
566,1
567,1
568,0
569,0
570,1
571,0
572,1
573,0
574,1
575,0
576,1
577,1
578,1
579,1
580,0
581,1
582,1
583,1
584,0
585,1
586,0
587,0
588,1
589,1
590,1
591,1
592,1
593,0
594,0
595,0
596,0
597,1
598,0
599,0
600,0
601,1
602,1
603,0
604,0
605,0
606,0
607,0
608,1
609,1
610,1
611,1
612,0
613,0
614,1
615,0
616,0
617,1
618,0
619,1
620,1
621,0
622,1
623,0
624,0
625,0
626,1
627,0
628,1
629,0
630,1
631,1
632,1
633,1
634,1
635,0
636,0
637,1
638,1
639,0
640,0
641,0
642,1
643,1
644,1
645,0
646,0
647,1
648,0
649,1
650,0
651,1
652,0
653,1
654,0
655,1
656,0
657,1
658,0
659,1
660,1
661,0
662,0
663,0
664,1
665,0
666,1
667,1
668,0
669,1
670,0
671,0
672,0
673,1
674,1
675,1
676,1
677,0
678,0
679,1
680,0
681,1
682,0
683,1
684,0
685,0
686,1
687,1
688,1
689,0
690,0
691,0
692,0
693,0
694,0
695,1
696,1
697,0
698,0
699,0
700,1
701,0
702,1
703,0
704,0
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,0
713,1
714,0
715,0
716,1
717,1
718,0
719,0
720,0
721,0
722,0
723,1
724,1
725,0
726,1
727,0
728,1
729,1
730,1
731,1
732,0
733,1
734,1
735,1
736,1
737,1
738,1
739,0
740,1
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,1
750,1
751,1
752,0
753,0
754,1
755,0
756,1
757,0
758,1
759,0
760,0
761,0
